Date,Open,High,Low,Close,Volume,AdjClose
2014-01-28,15038.64,15088.12,14952.83,14980.16,183100,14980.16
2014-01-27,15091.45,15109.68,14933.55,15005.73,223900,15005.73
2014-01-24,15473.57,15485.02,15288.32,15391.56,221000,15391.56
2014-01-23,15900.63,15958.58,15690.45,15695.89,206900,15695.89
2014-01-22,15749.01,15870.53,15631.41,15820.96,185300,15820.96
2014-01-21,15710.89,15894.68,15705.84,15795.96,154300,15795.96
2014-01-20,15724.14,15727.26,15574.23,15641.68,000,15641.68
2014-01-17,15695.46,15783.37,15621.80,15734.46,180100,15734.46
2014-01-16,15845.15,15941.08,15710.14,15747.20,214200,15747.20
2014-01-15,15649.07,15808.73,15636.57,15808.73,185800,15808.73
2014-01-14,15657.20,15661.71,15383.69,15422.40,214500,15422.40
2014-01-13,15912.06,15912.06,15912.06,15912.06,000,15912.06
2014-01-10,15785.15,15922.14,15754.70,15912.06,237500,15912.06
2014-01-09,16002.88,16004.56,15838.44,15880.33,217400,15880.33
2014-01-08,15943.68,16121.45,15906.57,16121.45,206700,16121.45
2014-01-07,15835.41,15935.37,15784.25,15814.37,165900,15814.37
2014-01-06,16147.54,16164.01,15864.44,15908.88,192700,15908.88
